"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ARM","Armenia","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2017","2017",3.2072289301229,,
"ARM","Armenia","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2018","2018",3.6148819591624,,
"ARM","Armenia","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2019","2019",3.7148838237309,,
"ARM","Armenia","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2020","2020",1.8534387897415,,
"ARM","Armenia","IND-ENE-AVIA-INT","Share of CO2 emissions from international aviation bunkers in total CO2 emissions","2021","2021",2.3896834804959,,
"ARM","Armenia","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2001","2001",129.86934944322,,
"ARM","Armenia","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2002","2002",111.57498250667,,
"ARM","Armenia","IND-ENE-FUEL-GDP","Motor fuel deliveries in tonnes per one million units of current USD GDP","2003","2003",108.13919035426,,
"ARM","Armenia","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2001","2001",0.0878082736992,,
"ARM","Armenia","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2002","2002",0.08538964269991,,
"ARM","Armenia","IND-ENE-FUEL-PC","Motor fuel deliveries in tonnes per inhabitant","2003","2003",0.09842638148803,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2000","2000",195.40081649816,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2001","2001",203.53924140746,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2002","2002",185.34408186809,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2003","2003",146.77463498988,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2004","2004",124.67064193743,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2005","2005",112.3170501828,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2006","2006",108.01836422113,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2007","2007",91.779241950394,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2008","2008",86.241046219087,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2009","2009",86.089440771378,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2010","2010",73.259019783161,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2011","2011",61.355622172899,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2012","2012",58.215054537487,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2013","2013",61.906791896661,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2014","2014",63.861882190701,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2015","2015",75.375075747872,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2016","2016",75.700623704406,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2017","2017",70.372678658503,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2018","2018",70.654197832656,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2019","2019",71.711171034555,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2020","2020",66.437225131829,,
"AUS","Australia","IND-ENE-GDP","CO2 emissions from transport in tonnes per one million units of current USD GDP","2021","2021",56.05821568659,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2000","2000",3.9421433361911,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2001","2001",3.8608663242039,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2002","2002",3.9051845555908,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2003","2003",3.87451802638,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2004","2004",3.9724680352237,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2005","2005",3.9319028783689,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2006","2006",3.9729960433165,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2007","2007",4.0128485623563,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2008","2008",4.014212771032,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2009","2009",3.9040037197718,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2010","2010",3.9774554449828,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2011","2011",4.0182693178844,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2012","2012",3.9776285313304,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2013","2013",3.9704142518403,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2014","2014",3.9200230826056,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2015","2015",3.8596831247235,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2016","2016",3.8558437680737,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2017","2017",3.8571339700308,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2018","2018",3.8960746144366,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2019","2019",3.8295192973288,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2020","2020",3.5277082631967,,
"AUS","Australia","IND-ENE-PC","CO2 emissions from transport in tonnes per inhabitant","2021","2021",3.4104150022273,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2000","2000",22.416193967412,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2001","2001",21.824475254856,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2002","2002",21.816941827026,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2003","2003",21.936257670216,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2004","2004",21.891795893378,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2005","2005",21.780506340013,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2006","2006",21.989415644041,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2007","2007",22.01092066803,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2008","2008",22.271360895048,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2009","2009",21.741148480422,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2010","2010",22.365135472401,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2011","2011",23.025904287986,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2012","2012",23.158441188505,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2013","2013",23.941680918708,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2014","2014",24.611197542858,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2015","2015",24.30410947088,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2016","2016",24.177087491983,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2017","2017",24.447322681326,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2018","2018",25.171849305022,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2019","2019",25.269108242311,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2020","2020",24.524080451798,,
"AUS","Australia","IND-ENE-SHARE","Share of CO2 emissions from transport in total CO2 emissions","2021","2021",24.271689470777,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2000","2000",87.427268666833,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2001","2001",86.135311958911,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2002","2002",88.406837546798,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2003","2003",88.377856760709,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2004","2004",89.691408920812,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2005","2005",89.237037655431,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2006","2006",87.563809045648,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2007","2007",86.230263712765,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2008","2008",85.167516881772,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2009","2009",84.837748071679,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2010","2010",85.00753917275,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2011","2011",84.625880961698,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2012","2012",84.585181097423,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2013","2013",84.26311889,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2014","2014",84.134179462152,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2015","2015",83.533369536415,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2016","2016",83.341658772741,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2017","2017",83.285833320367,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2018","2018",83.219562557344,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2019","2019",83.486458537822,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2020","2020",84.315744957081,,
"AUS","Australia","IND-ENE-ROAD","Share of CO2 emissions from road in total CO2 emissions from transport","2021","2021",86.158268613436,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2000","2000",7.3999698590661,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2001","2001",8.2029044314096,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2002","2002",7.2182612202929,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2003","2003",6.6115770513095,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2004","2004",5.1423465007578,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2005","2005",5.0084383762192,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2006","2006",6.7880220510592,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2007","2007",6.8289150842434,,
"AUS","Australia","IND-ENE-AVIA-DOM","Share of CO2 emissions from domestic aviation in total CO2 emissions from transport","2008","2008",7.4670927984619,,
